Date,Player,Country,Points
1994-07,Robin Smith,England,781
1994-07,Sachin Tendulkar,India,722
1994-07,Saeed Anwar,Pakistan,720
1994-08,Aravinda De Silva,Sri Lanka,729
1994-08,Basit Ali,Pakistan,704
1994-08,Brian Lara,West Indies,833
1994-08,David Boon,Australia,744
1994-08,Graeme Hick,England,758
1994-08,Hansie Cronje,South Africa,746
1994-08,Inzamam-ul-Haq,Pakistan,735
1994-08,Mark Waugh,Australia,806
1994-08,Martin Crowe,New Zealand,723
1994-08,Mohammad Azharuddin,India,760
1994-08,Navjot Sidhu,India,735
1994-08,Neil Fairbrother,England,705
1994-08,Robin Smith,England,781
1994-08,Sachin Tendulkar,India,722
1994-08,Saeed Anwar,Pakistan,720
1994-09,Aravinda De Silva,Sri Lanka,691
1994-09,Arjuna Ranatunga,Sri Lanka,712
1994-09,Basit Ali,Pakistan,711
1994-09,Brian Lara,West Indies,833
1994-09,David Boon,Australia,744
1994-09,Graeme Hick,England,787
1994-09,Hansie Cronje,South Africa,728
1994-09,Inzamam-ul-Haq,Pakistan,710
1994-09,Mark Waugh,Australia,806
1994-09,Martin Crowe,New Zealand,723
1994-09,Mohammad Azharuddin,India,760
1994-09,Navjot Sidhu,India,735
1994-09,Neil Fairbrother,England,709
1994-09,Robin Smith,England,773
1994-09,Sachin Tendulkar,India,722
1994-10,Arjuna Ranatunga,Sri Lanka,745
1994-10,Basit Ali,Pakistan,702
1994-10,Brian Lara,West Indies,833
1994-10,David Boon,Australia,736
1994-10,Graeme Hick,England,787
1994-10,Hansie Cronje,South Africa,728
1994-10,Mark Waugh,Australia,806
1994-10,Martin Crowe,New Zealand,723
1994-10,Mohammad Azharuddin,India,760
1994-10,Navjot Sidhu,India,715
1994-10,Neil Fairbrother,England,709
1994-10,Robin Smith,England,773
1994-10,Sachin Tendulkar,India,740
1994-10,Saeed Anwar,Pakistan,702
1994-10,Vinod Kambli,India,713
1994-11,Arjuna Ranatunga,Sri Lanka,745
1994-11,Basit Ali,Pakistan,739
1994-11,Brian Lara,West Indies,829
1994-11,David Boon,Australia,746
1994-11,Graeme Hick,England,787
1994-11,Hansie Cronje,South Africa,814
1994-11,Inzamam-ul-Haq,Pakistan,732
1994-11,Mark Waugh,Australia,813
1994-11,Martin Crowe,New Zealand,712
1994-11,Mohammad Azharuddin,India,779
1994-11,Navjot Sidhu,India,704
1994-11,Neil Fairbrother,England,709
1994-11,Robin Smith,England,773
1994-11,Sachin Tendulkar,India,729
1994-11,Saeed Anwar,Pakistan,710
1994-12,Aravinda De Silva,Sri Lanka,730
1994-12,Arjuna Ranatunga,Sri Lanka,749
1994-12,Basit Ali,Pakistan,739
1994-12,Brian Lara,West Indies,826
1994-12,David Boon,Australia,746
1994-12,Graeme Hick,England,787
1994-12,Hansie Cronje,South Africa,814
1994-12,Inzamam-ul-Haq,Pakistan,732
1994-12,Mark Waugh,Australia,813
1994-12,Mohammad Azharuddin,India,786
1994-12,Navjot Sidhu,India,729
1994-12,Robin Smith,England,773
1994-12,Sachin Tendulkar,India,804
1994-12,Saeed Anwar,Pakistan,710
1994-12,Vinod Kambli,India,731
1995-01,Aamer Sohail,Pakistan,723
1995-01,Aravinda De Silva,Sri Lanka,745
1995-01,Arjuna Ranatunga,Sri Lanka,783
1995-01,Basit Ali,Pakistan,719
1995-01,Brian Lara,West Indies,826
1995-01,David Boon,Australia,779
1995-01,Graeme Hick,England,793
1995-01,Hansie Cronje,South Africa,796
1995-01,Inzamam-ul-Haq,Pakistan,735
1995-01,Mark Waugh,Australia,792
1995-01,Mohammad Azharuddin,India,786
1995-01,Navjot Sidhu,India,729
1995-01,Robin Smith,England,765
1995-01,Sachin Tendulkar,India,804
1995-01,Vinod Kambli,India,731
1995-02,Aamer Sohail,Pakistan,732
1995-02,Aravinda De Silva,Sri Lanka,745
1995-02,Arjuna Ranatunga,Sri Lanka,783
1995-02,Basit Ali,Pakistan,704
1995-02,Brian Lara,West Indies,852
1995-02,David Boon,Australia,773
1995-02,Graeme Hick,England,815
1995-02,Hansie Cronje,South Africa,793
1995-02,Inzamam-ul-Haq,Pakistan,715
1995-02,Mark Waugh,Australia,792
1995-02,Mohammad Azharuddin,India,786
1995-02,Navjot Sidhu,India,729
1995-02,Robin Smith,England,758
1995-02,Sachin Tendulkar,India,804
1995-02,Vinod Kambli,India,731
1995-03,Aamer Sohail,Pakistan,706
1995-03,Aravinda De Silva,Sri Lanka,745
1995-03,Arjuna Ranatunga,Sri Lanka,783
1995-03,Basit Ali,Pakistan,694
1995-03,Brian Lara,West Indies,852
1995-03,David Boon,Australia,766
1995-03,Graeme Hick,England,815
1995-03,Hansie Cronje,South Africa,779
1995-03,Inzamam-ul-Haq,Pakistan,750
1995-03,Mark Waugh,Australia,810
1995-03,Mohammad Azharuddin,India,772
1995-03,Navjot Sidhu,India,741
1995-03,Robin Smith,England,758
1995-03,Sachin Tendulkar,India,804
1995-03,Vinod Kambli,India,736
1995-04,Aamer Sohail,Pakistan,706
1995-04,Aravinda De Silva,Sri Lanka,727
1995-04,Arjuna Ranatunga,Sri Lanka,765
1995-04,Basit Ali,Pakistan,694
1995-04,Brian Lara,West Indies,890
1995-04,Carl Hooper,West Indies,738
1995-04,Graeme Hick,England,815
1995-04,Hansie Cronje,South Africa,779
1995-04,Inzamam-ul-Haq,Pakistan,750
1995-04,Mark Waugh,Australia,798
1995-04,Mohammad Azharuddin,India,772
1995-04,Navjot Sidhu,India,741
1995-04,Robin Smith,England,758
1995-04,Sachin Tendulkar,India,804
1995-04,Vinod Kambli,India,736
1995-05,Aamer Sohail,Pakistan,697
1995-05,Aravinda De Silva,Sri Lanka,709
1995-05,Arjuna Ranatunga,Sri Lanka,751
1995-05,Brian Lara,West Indies,890
1995-05,Carl Hooper,West Indies,738
1995-05,Graeme Hick,England,815
1995-05,Hansie Cronje,South Africa,779
1995-05,Inzamam-ul-Haq,Pakistan,797
1995-05,Mark Waugh,Australia,798
1995-05,Mohammad Azharuddin,India,785
1995-05,Navjot Sidhu,India,763
1995-05,Neil Fairbrother,England,692
1995-05,Robin Smith,England,758
1995-05,Sachin Tendulkar,India,820
1995-05,Vinod Kambli,India,712
1995-06,Aravinda De Silva,Sri Lanka,709
1995-06,Arjuna Ranatunga,Sri Lanka,751
1995-06,Brian Lara,West Indies,891
1995-06,Carl Hooper,West Indies,734
1995-06,Graeme Hick,England,801
1995-06,Hansie Cronje,South Africa,779
1995-06,Inzamam-ul-Haq,Pakistan,797
1995-06,Mark Waugh,Australia,798
1995-06,Michael Atherton,England,737
1995-06,Mohammad Azharuddin,India,785
1995-06,Navjot Sidhu,India,763
1995-06,Neil Fairbrother,England,701
1995-06,Robin Smith,England,747
1995-06,Sachin Tendulkar,India,820
1995-06,Vinod Kambli,India,712
1995-07,Aravinda De Silva,Sri Lanka,709
1995-07,Arjuna Ranatunga,Sri Lanka,751
1995-07,Brian Lara,West Indies,891
1995-07,Carl Hooper,West Indies,734
1995-07,Graeme Hick,England,801
1995-07,Hansie Cronje,South Africa,779
1995-07,Inzamam-ul-Haq,Pakistan,797
1995-07,Mark Waugh,Australia,798
1995-07,Michael Atherton,England,737
1995-07,Mohammad Azharuddin,India,785
1995-07,Navjot Sidhu,India,763
1995-07,Neil Fairbrother,England,701
1995-07,Robin Smith,England,747
1995-07,Sachin Tendulkar,India,820
1995-07,Vinod Kambli,India,712
1995-08,Aravinda De Silva,Sri Lanka,709
1995-08,Arjuna Ranatunga,Sri Lanka,751
1995-08,Brian Lara,West Indies,891
1995-08,Carl Hooper,West Indies,734
1995-08,Graeme Hick,England,801
1995-08,Hansie Cronje,South Africa,779
1995-08,Inzamam-ul-Haq,Pakistan,797
1995-08,Mark Waugh,Australia,798
1995-08,Michael Atherton,England,737
1995-08,Mohammad Azharuddin,India,785
1995-08,Navjot Sidhu,India,763
1995-08,Neil Fairbrother,England,701
1995-08,Robin Smith,England,747
1995-08,Sachin Tendulkar,India,820
1995-08,Vinod Kambli,India,712
1995-09,Aravinda De Silva,Sri Lanka,709
1995-09,Arjuna Ranatunga,Sri Lanka,751
1995-09,Brian Lara,West Indies,891
1995-09,Carl Hooper,West Indies,734
1995-09,Graeme Hick,England,801
1995-09,Hansie Cronje,South Africa,779
1995-09,Inzamam-ul-Haq,Pakistan,797
1995-09,Mark Waugh,Australia,798
1995-09,Michael Atherton,England,737
1995-09,Mohammad Azharuddin,India,785
1995-09,Navjot Sidhu,India,763
1995-09,Neil Fairbrother,England,701
1995-09,Robin Smith,England,747
1995-09,Sachin Tendulkar,India,820
1995-09,Vinod Kambli,India,712
1995-10,Aravinda De Silva,Sri Lanka,702
1995-10,Arjuna Ranatunga,Sri Lanka,765
1995-10,Brian Lara,West Indies,891
1995-10,Carl Hooper,West Indies,734
1995-10,Graeme Hick,England,801
1995-10,Hansie Cronje,South Africa,779
1995-10,Inzamam-ul-Haq,Pakistan,787
1995-10,Mark Waugh,Australia,798
1995-10,Michael Atherton,England,737
1995-10,Mohammad Azharuddin,India,785
1995-10,Navjot Sidhu,India,763
1995-10,Neil Fairbrother,England,701
1995-10,Robin Smith,England,747
1995-10,Sachin Tendulkar,India,820
1995-10,Vinod Kambli,India,712
1995-11,Arjuna Ranatunga,Sri Lanka,746
1995-11,Brian Lara,West Indies,893
1995-11,Carl Hooper,West Indies,716
1995-11,Gary Kirsten,South Africa,699
1995-11,Graeme Hick,England,801
1995-11,Hansie Cronje,South Africa,761
1995-11,Inzamam-ul-Haq,Pakistan,785
1995-11,Mark Waugh,Australia,798
1995-11,Michael Atherton,England,737
1995-11,Mohammad Azharuddin,India,785
1995-11,Navjot Sidhu,India,763
1995-11,Neil Fairbrother,England,701
1995-11,Robin Smith,England,747
1995-11,Sachin Tendulkar,India,820
1995-11,Vinod Kambli,India,712
1995-12,Arjuna Ranatunga,Sri Lanka,746
1995-12,Brian Lara,West Indies,893
1995-12,Carl Hooper,West Indies,716
1995-12,Gary Kirsten,South Africa,699
1995-12,Graeme Hick,England,801
1995-12,Hansie Cronje,South Africa,761
1995-12,Inzamam-ul-Haq,Pakistan,785
1995-12,Mark Waugh,Australia,798
1995-12,Michael Atherton,England,737
1995-12,Mohammad Azharuddin,India,755
1995-12,Navjot Sidhu,India,728
1995-12,Neil Fairbrother,England,701
1995-12,Robin Smith,England,747
1995-12,Sachin Tendulkar,India,804
1995-12,Vinod Kambli,India,705
1996-01,Aravinda De Silva,Sri Lanka,718
1996-01,Arjuna Ranatunga,Sri Lanka,736
1996-01,Brian Lara,West Indies,875
1996-01,Carl Hooper,West Indies,732
1996-01,Graeme Hick,England,801
1996-01,Hansie Cronje,South Africa,761
1996-01,Inzamam-ul-Haq,Pakistan,794
1996-01,Mark Waugh,Australia,792
1996-01,Michael Atherton,England,737
1996-01,Mohammad Azharuddin,India,755
1996-01,Navjot Sidhu,India,728
1996-01,Neil Fairbrother,England,701
1996-01,Robin Smith,England,747
1996-01,Sachin Tendulkar,India,804
1996-01,Vinod Kambli,India,705
1996-02,Arjuna Ranatunga,Sri Lanka,717
1996-02,Brian Lara,West Indies,858
1996-02,Carl Hooper,West Indies,724
1996-02,Gary Kirsten,South Africa,715
1996-02,Graeme Hick,England,793
1996-02,Hansie Cronje,South Africa,784
1996-02,Inzamam-ul-Haq,Pakistan,794
1996-02,Mark Waugh,Australia,789
1996-02,Michael Atherton,England,722
1996-02,Michael Bevan,Australia,734
1996-02,Mohammad Azharuddin,India,755
1996-02,Navjot Sidhu,India,728
1996-02,Robin Smith,England,701
1996-02,Sachin Tendulkar,India,804
1996-02,Vinod Kambli,India,705
1996-03,Aamer Sohail,Pakistan,703
1996-03,Aravinda De Silva,Sri Lanka,705
1996-03,Arjuna Ranatunga,Sri Lanka,718
1996-03,Brian Lara,West Indies,845
1996-03,Carl Hooper,West Indies,713
1996-03,Gary Kirsten,South Africa,793
1996-03,Graeme Hick,England,806
1996-03,Hansie Cronje,South Africa,803
1996-03,Inzamam-ul-Haq,Pakistan,792
1996-03,Mark Taylor,Australia,702
1996-03,Mark Waugh,Australia,844
1996-03,Michael Bevan,Australia,720
1996-03,Mohammad Azharuddin,India,746
1996-03,Navjot Sidhu,India,698
1996-03,Sachin Tendulkar,India,850
1996-04,Aamer Sohail,Pakistan,714
1996-04,Aravinda De Silva,Sri Lanka,769
1996-04,Arjuna Ranatunga,Sri Lanka,745
1996-04,Brian Lara,West Indies,890
1996-04,Gary Kirsten,South Africa,788
1996-04,Graeme Hick,England,777
1996-04,Hansie Cronje,South Africa,801
1996-04,Inzamam-ul-Haq,Pakistan,780
1996-04,Mark Waugh,Australia,831
1996-04,Michael Atherton,England,698
1996-04,Michael Bevan,Australia,752
1996-04,Mohammad Azharuddin,India,729
1996-04,Navjot Sidhu,India,719
1996-04,Sachin Tendulkar,India,861
1996-04,Vinod Kambli,India,715
1996-05,Aamer Sohail,Pakistan,766
1996-05,Aravinda De Silva,Sri Lanka,730
1996-05,Arjuna Ranatunga,Sri Lanka,710
1996-05,Brian Lara,West Indies,897
1996-05,Daryll Cullinan,South Africa,692
1996-05,Gary Kirsten,South Africa,855
1996-05,Graeme Hick,England,777
1996-05,Hansie Cronje,South Africa,798
1996-05,Inzamam-ul-Haq,Pakistan,753
1996-05,Mark Waugh,Australia,831
1996-05,Michael Atherton,England,698
1996-05,Michael Bevan,Australia,752
1996-05,Mohammad Azharuddin,India,701
1996-05,Navjot Sidhu,India,726
1996-05,Sachin Tendulkar,India,861
1996-06,Aamer Sohail,Pakistan,766
1996-06,Aravinda De Silva,Sri Lanka,730
1996-06,Arjuna Ranatunga,Sri Lanka,710
1996-06,Brian Lara,West Indies,897
1996-06,Daryll Cullinan,South Africa,692
1996-06,Gary Kirsten,South Africa,855
1996-06,Graeme Hick,England,779
1996-06,Hansie Cronje,South Africa,798
1996-06,Inzamam-ul-Haq,Pakistan,753
1996-06,Mark Waugh,Australia,831
1996-06,Michael Bevan,Australia,752
1996-06,Mohammad Azharuddin,India,705
1996-06,Navjot Sidhu,India,708
1996-06,Sachin Tendulkar,India,847
1996-06,Stephen Fleming,New Zealand,686
1996-07,Aamer Sohail,Pakistan,766
1996-07,Aravinda De Silva,Sri Lanka,730
1996-07,Arjuna Ranatunga,Sri Lanka,710
1996-07,Brian Lara,West Indies,897
1996-07,Daryll Cullinan,South Africa,692
1996-07,Gary Kirsten,South Africa,855
1996-07,Graeme Hick,England,775
1996-07,Hansie Cronje,South Africa,798
1996-07,Inzamam-ul-Haq,Pakistan,753
1996-07,Mark Waugh,Australia,831
1996-07,Michael Bevan,Australia,752
1996-07,Mohammad Azharuddin,India,726
1996-07,Navjot Sidhu,India,704
1996-07,Sachin Tendulkar,India,836
1996-07,Stephen Fleming,New Zealand,686
1996-08,Aamer Sohail,Pakistan,766
1996-08,Aravinda De Silva,Sri Lanka,730
1996-08,Arjuna Ranatunga,Sri Lanka,710
1996-08,Brian Lara,West Indies,897
1996-08,Daryll Cullinan,South Africa,692
1996-08,Gary Kirsten,South Africa,855
1996-08,Graeme Hick,England,775
1996-08,Hansie Cronje,South Africa,798
1996-08,Inzamam-ul-Haq,Pakistan,753
1996-08,Mark Waugh,Australia,831
1996-08,Michael Bevan,Australia,752
1996-08,Mohammad Azharuddin,India,726
1996-08,Navjot Sidhu,India,704
1996-08,Sachin Tendulkar,India,836
1996-08,Stephen Fleming,New Zealand,686
1996-09,Aamer Sohail,Pakistan,748
1996-09,Aravinda De Silva,Sri Lanka,757
1996-09,Arjuna Ranatunga,Sri Lanka,699
1996-09,Brian Lara,West Indies,897
1996-09,Gary Kirsten,South Africa,855
1996-09,Graeme Hick,England,763
1996-09,Hansie Cronje,South Africa,798
1996-09,Inzamam-ul-Haq,Pakistan,742
1996-09,Mark Waugh,Australia,827
1996-09,Michael Bevan,Australia,758
1996-09,Mohammad Azharuddin,India,734
1996-09,Navjot Sidhu,India,697
1996-09,Sachin Tendulkar,India,851
1996-09,Saeed Anwar,Pakistan,698
1996-09,Sanath Jayasuriya,Sri Lanka,698
1996-10,Aamer Sohail,Pakistan,708
1996-10,Aravinda De Silva,Sri Lanka,794
1996-10,Arjuna Ranatunga,Sri Lanka,691
1996-10,Brian Lara,West Indies,897
1996-10,Daryll Cullinan,South Africa,751
1996-10,Gary Kirsten,South Africa,838
1996-10,Graeme Hick,England,763
1996-10,Hansie Cronje,South Africa,782
1996-10,Inzamam-ul-Haq,Pakistan,712
1996-10,Mark Waugh,Australia,812
1996-10,Michael Bevan,Australia,760
1996-10,Mohammad Azharuddin,India,728
1996-10,Sachin Tendulkar,India,821
1996-10,Saeed Anwar,Pakistan,714
1996-10,Sanath Jayasuriya,Sri Lanka,693
1996-11,Aamer Sohail,Pakistan,698
1996-11,Aravinda De Silva,Sri Lanka,809
1996-11,Arjuna Ranatunga,Sri Lanka,695
1996-11,Brian Lara,West Indies,897
1996-11,Daryll Cullinan,South Africa,761
1996-11,Gary Kirsten,South Africa,886
1996-11,Graeme Hick,England,763
1996-11,Hansie Cronje,South Africa,783
1996-11,Inzamam-ul-Haq,Pakistan,695
1996-11,Mark Taylor,Australia,707
1996-11,Mark Waugh,Australia,794
1996-11,Michael Bevan,Australia,808
1996-11,Mohammad Azharuddin,India,718
1996-11,Sachin Tendulkar,India,836
1996-11,Saeed Anwar,Pakistan,747
1996-12,Aravinda De Silva,Sri Lanka,780
1996-12,Arjuna Ranatunga,Sri Lanka,679
1996-12,Brian Lara,West Indies,897
1996-12,Carl Hooper,West Indies,682
1996-12,Daryll Cullinan,South Africa,760
1996-12,Gary Kirsten,South Africa,882
1996-12,Graeme Hick,England,763
1996-12,Hansie Cronje,South Africa,768
1996-12,Mark Taylor,Australia,723
1996-12,Mark Waugh,Australia,793
1996-12,Michael Bevan,Australia,815
1996-12,Mohammad Azharuddin,India,735
1996-12,Sachin Tendulkar,India,853
1996-12,Saeed Anwar,Pakistan,798
1996-12,Sanath Jayasuriya,Sri Lanka,683
1997-01,Aravinda De Silva,Sri Lanka,780
1997-01,Arjuna Ranatunga,Sri Lanka,679
1997-01,Brian Lara,West Indies,891
1997-01,Carl Hooper,West Indies,679
1997-01,Daryll Cullinan,South Africa,764
1997-01,Gary Kirsten,South Africa,870
1997-01,Graeme Hick,England,756
1997-01,Hansie Cronje,South Africa,757
1997-01,Mark Taylor,Australia,701
1997-01,Mark Waugh,Australia,800
1997-01,Michael Bevan,Australia,813
1997-01,Mohammad Azharuddin,India,730
1997-01,Sachin Tendulkar,India,876
1997-01,Saeed Anwar,Pakistan,782
1997-01,Sanath Jayasuriya,Sri Lanka,683
1997-02,Aravinda De Silva,Sri Lanka,780
1997-02,Arjuna Ranatunga,Sri Lanka,679
1997-02,Brian Lara,West Indies,893
1997-02,Daryll Cullinan,South Africa,772
1997-02,Gary Kirsten,South Africa,852
1997-02,Graeme Hick,England,752
1997-02,Hansie Cronje,South Africa,788
1997-02,Ijaz Ahmed snr,Pakistan,689
1997-02,Jonty Rhodes,South Africa,683
1997-02,Mark Waugh,Australia,817
1997-02,Michael Bevan,Australia,836
1997-02,Mohammad Azharuddin,India,726
1997-02,Sachin Tendulkar,India,854
1997-02,Saeed Anwar,Pakistan,755
1997-02,Sanath Jayasuriya,Sri Lanka,683
1997-03,Aravinda De Silva,Sri Lanka,780
1997-03,Brian Lara,West Indies,893
1997-03,Daryll Cullinan,South Africa,776
1997-03,Gary Kirsten,South Africa,859
1997-03,Graeme Hick,England,737
1997-03,Graham Thorpe,England,683
1997-03,Hansie Cronje,South Africa,787
1997-03,Ijaz Ahmed snr,Pakistan,689
1997-03,Jonty Rhodes,South Africa,689
1997-03,Mark Waugh,Australia,817
1997-03,Michael Bevan,Australia,836
1997-03,Mohammad Azharuddin,India,730
1997-03,Sachin Tendulkar,India,843
1997-03,Saeed Anwar,Pakistan,755
1997-03,Sanath Jayasuriya,Sri Lanka,683
1997-04,Aravinda De Silva,Sri Lanka,788
1997-04,Brian Lara,West Indies,893
1997-04,Daryll Cullinan,South Africa,782
1997-04,Gary Kirsten,South Africa,850
1997-04,Graeme Hick,England,733
1997-04,Graham Thorpe,England,703
1997-04,Hansie Cronje,South Africa,784
1997-04,Ijaz Ahmed snr,Pakistan,689
1997-04,Jonty Rhodes,South Africa,700
1997-04,Mark Waugh,Australia,840
1997-04,Michael Bevan,Australia,845
1997-04,Mohammad Azharuddin,India,730
1997-04,Sachin Tendulkar,India,843
1997-04,Saeed Anwar,Pakistan,755
1997-04,Sanath Jayasuriya,Sri Lanka,694
1997-05,Aravinda De Silva,Sri Lanka,862
1997-05,Brian Lara,West Indies,887
1997-05,Daryll Cullinan,South Africa,800
1997-05,Gary Kirsten,South Africa,829
1997-05,Graeme Hick,England,733
1997-05,Graham Thorpe,England,703
1997-05,Hansie Cronje,South Africa,794
1997-05,Jonty Rhodes,South Africa,685
1997-05,Mark Waugh,Australia,811
1997-05,Michael Bevan,Australia,858
1997-05,Mohammad Azharuddin,India,715
1997-05,Sachin Tendulkar,India,855
1997-05,Saeed Anwar,Pakistan,736
1997-05,Sanath Jayasuriya,Sri Lanka,699
1997-05,Steve Waugh,Australia,681
1997-06,Aravinda De Silva,Sri Lanka,851
1997-06,Brian Lara,West Indies,887
1997-06,Daryll Cullinan,South Africa,800
1997-06,Gary Kirsten,South Africa,829
1997-06,Graeme Hick,England,722
1997-06,Graham Thorpe,England,751
1997-06,Hansie Cronje,South Africa,794
1997-06,Jonty Rhodes,South Africa,685
1997-06,Mark Waugh,Australia,812
1997-06,Michael Bevan,Australia,863
1997-06,Mohammad Azharuddin,India,706
1997-06,Nathan Astle,New Zealand,727
1997-06,Sachin Tendulkar,India,842
1997-06,Saeed Anwar,Pakistan,764
1997-06,Sanath Jayasuriya,Sri Lanka,770
1997-07,Aravinda De Silva,Sri Lanka,842
1997-07,Brian Lara,West Indies,889
1997-07,Daryll Cullinan,South Africa,800
1997-07,Gary Kirsten,South Africa,829
1997-07,Graeme Hick,England,722
1997-07,Graham Thorpe,England,751
1997-07,Hansie Cronje,South Africa,794
1997-07,Jonty Rhodes,South Africa,685
1997-07,Mark Waugh,Australia,812
1997-07,Michael Bevan,Australia,863
1997-07,Mohammad Azharuddin,India,706
1997-07,Nathan Astle,New Zealand,727
1997-07,Sachin Tendulkar,India,842
1997-07,Saeed Anwar,Pakistan,764
1997-07,Sanath Jayasuriya,Sri Lanka,777
1997-08,Aravinda De Silva,Sri Lanka,814
1997-08,Arjuna Ranatunga,Sri Lanka,720
1997-08,Brian Lara,West Indies,889
1997-08,Daryll Cullinan,South Africa,800
1997-08,Gary Kirsten,South Africa,829
1997-08,Graeme Hick,England,722
1997-08,Graham Thorpe,England,751
1997-08,Hansie Cronje,South Africa,794
1997-08,Mark Waugh,Australia,812
1997-08,Michael Bevan,Australia,863
1997-08,Mohammad Azharuddin,India,742
1997-08,Nathan Astle,New Zealand,727
1997-08,Sachin Tendulkar,India,835
1997-08,Saeed Anwar,Pakistan,753
1997-08,Sanath Jayasuriya,Sri Lanka,782
1997-09,Aravinda De Silva,Sri Lanka,822
1997-09,Arjuna Ranatunga,Sri Lanka,698
1997-09,Brian Lara,West Indies,889
1997-09,Daryll Cullinan,South Africa,800
1997-09,Gary Kirsten,South Africa,829
1997-09,Graeme Hick,England,722
1997-09,Graham Thorpe,England,751
1997-09,Hansie Cronje,South Africa,794
1997-09,Mark Waugh,Australia,812
1997-09,Michael Bevan,Australia,863
1997-09,Mohammad Azharuddin,India,760
1997-09,Nathan Astle,New Zealand,727
1997-09,Sachin Tendulkar,India,816
1997-09,Saeed Anwar,Pakistan,753
1997-09,Sanath Jayasuriya,Sri Lanka,799
1997-10,Aravinda De Silva,Sri Lanka,822
1997-10,Arjuna Ranatunga,Sri Lanka,698
1997-10,Brian Lara,West Indies,889
1997-10,Daryll Cullinan,South Africa,800
1997-10,Gary Kirsten,South Africa,829
1997-10,Graeme Hick,England,722
1997-10,Graham Thorpe,England,751
1997-10,Hansie Cronje,South Africa,794
1997-10,Mark Waugh,Australia,812
1997-10,Michael Bevan,Australia,863
1997-10,Mohammad Azharuddin,India,758
1997-10,Nathan Astle,New Zealand,709
1997-10,Sachin Tendulkar,India,776
1997-10,Saeed Anwar,Pakistan,727
1997-10,Sanath Jayasuriya,Sri Lanka,799
1997-11,Aravinda De Silva,Sri Lanka,817
1997-11,Arjuna Ranatunga,Sri Lanka,721
1997-11,Brian Lara,West Indies,893
1997-11,Daryll Cullinan,South Africa,800
1997-11,Gary Kirsten,South Africa,829
1997-11,Graeme Hick,England,722
1997-11,Graham Thorpe,England,751
1997-11,Hansie Cronje,South Africa,794
1997-11,Mark Waugh,Australia,812
1997-11,Michael Bevan,Australia,863
1997-11,Mohammad Azharuddin,India,746
1997-11,Nathan Astle,New Zealand,708
1997-11,Sachin Tendulkar,India,765
1997-11,Saeed Anwar,Pakistan,727
1997-11,Sanath Jayasuriya,Sri Lanka,794
1997-12,Aravinda De Silva,Sri Lanka,822
1997-12,Arjuna Ranatunga,Sri Lanka,709
1997-12,Brian Lara,West Indies,890
1997-12,Daryll Cullinan,South Africa,790
1997-12,Gary Kirsten,South Africa,835
1997-12,Graeme Hick,England,722
1997-12,Graham Thorpe,England,751
1997-12,Hansie Cronje,South Africa,809
1997-12,Mark Waugh,Australia,812
1997-12,Michael Bevan,Australia,863
1997-12,Mohammad Azharuddin,India,746
1997-12,Nathan Astle,New Zealand,708
1997-12,Sachin Tendulkar,India,765
1997-12,Saeed Anwar,Pakistan,737
1997-12,Sanath Jayasuriya,Sri Lanka,811
1998-01,Aravinda De Silva,Sri Lanka,824
1998-01,Brian Lara,West Indies,883
1998-01,Carl Hooper,West Indies,723
1998-01,Daryll Cullinan,South Africa,771
1998-01,Gary Kirsten,South Africa,813
1998-01,Graeme Hick,England,708
1998-01,Graham Thorpe,England,757
1998-01,Hansie Cronje,South Africa,773
1998-01,Mark Waugh,Australia,831
1998-01,Michael Bevan,Australia,852
1998-01,Mohammad Azharuddin,India,725
1998-01,Sachin Tendulkar,India,777
1998-01,Saeed Anwar,Pakistan,764
1998-01,Sanath Jayasuriya,Sri Lanka,795
1998-01,Sourav Ganguly,India,726
1998-02,Aravinda De Silva,Sri Lanka,802
1998-02,Arjuna Ranatunga,Sri Lanka,709
1998-02,Brian Lara,West Indies,883
1998-02,Carl Hooper,West Indies,723
1998-02,Daryll Cullinan,South Africa,741
1998-02,Gary Kirsten,South Africa,835
1998-02,Graham Thorpe,England,757
1998-02,Hansie Cronje,South Africa,783
1998-02,Mark Waugh,Australia,799
1998-02,Michael Bevan,Australia,858
1998-02,Mohammad Azharuddin,India,751
1998-02,Sachin Tendulkar,India,798
1998-02,Saeed Anwar,Pakistan,790
1998-02,Sanath Jayasuriya,Sri Lanka,815
1998-02,Sourav Ganguly,India,747
1998-03,Aravinda De Silva,Sri Lanka,802
1998-03,Arjuna Ranatunga,Sri Lanka,709
1998-03,Brian Lara,West Indies,883
1998-03,Carl Hooper,West Indies,723
1998-03,Daryll Cullinan,South Africa,741
1998-03,Gary Kirsten,South Africa,835
1998-03,Graham Thorpe,England,757
1998-03,Hansie Cronje,South Africa,783
1998-03,Mark Waugh,Australia,801
1998-03,Michael Bevan,Australia,840
1998-03,Mohammad Azharuddin,India,751
1998-03,Sachin Tendulkar,India,798
1998-03,Saeed Anwar,Pakistan,790
1998-03,Sanath Jayasuriya,Sri Lanka,815
1998-03,Sourav Ganguly,India,747
1998-04,Aravinda De Silva,Sri Lanka,802
1998-04,Brian Lara,West Indies,888
1998-04,Carl Hooper,West Indies,737
1998-04,Daryll Cullinan,South Africa,741
1998-04,Gary Kirsten,South Africa,835
1998-04,Graham Thorpe,England,735
1998-04,Hansie Cronje,South Africa,783
1998-04,Mark Waugh,Australia,796
1998-04,Michael Bevan,Australia,841
