Date,Player,Country,Points
1990-03,Desmond Haynes,West Indies,854
1990-03,Geoff Marsh,Australia,762
1990-03,Gordon Greenidge,West Indies,770
1990-03,Graham Gooch,England,814
1990-03,Javed Miandad,Pakistan,742
1990-03,Martin Crowe,New Zealand,727
1990-03,Saleem Malik,Pakistan,759
1990-03,Sir Richie Richardson,West Indies,699
1990-03,Steve Waugh,Australia,694
1990-03,Vivian Richards,West Indies,828
1990-04,Allan Border,Australia,720
1990-04,Allan Lamb,England,812
1990-04,Andrew Jones,New Zealand,769
1990-04,Aravinda De Silva,Sri Lanka,709
1990-04,David Boon,Australia,677
1990-04,Dean Jones,Australia,911
1990-04,Desmond Haynes,West Indies,843
1990-04,Geoff Marsh,Australia,745
1990-04,Gordon Greenidge,West Indies,781
1990-04,Graham Gooch,England,801
1990-04,Javed Miandad,Pakistan,742
1990-04,Martin Crowe,New Zealand,718
1990-04,Saleem Malik,Pakistan,759
1990-04,Sir Richie Richardson,West Indies,721
1990-04,Vivian Richards,West Indies,810
1990-05,Allan Border,Australia,723
1990-05,Allan Lamb,England,823
1990-05,Andrew Jones,New Zealand,801
1990-05,Aravinda De Silva,Sri Lanka,693
1990-05,David Boon,Australia,707
1990-05,Dean Jones,Australia,901
1990-05,Desmond Haynes,West Indies,842
1990-05,Geoff Marsh,Australia,739
1990-05,Gordon Greenidge,West Indies,768
1990-05,Graham Gooch,England,797
1990-05,Javed Miandad,Pakistan,750
1990-05,Martin Crowe,New Zealand,713
1990-05,Saleem Malik,Pakistan,748
1990-05,Sir Richie Richardson,West Indies,738
1990-05,Vivian Richards,West Indies,806
1990-06,Allan Border,Australia,711
1990-06,Allan Lamb,England,805
1990-06,Andrew Jones,New Zealand,808
1990-06,Aravinda De Silva,Sri Lanka,687
1990-06,David Boon,Australia,715
1990-06,Dean Jones,Australia,902
1990-06,Desmond Haynes,West Indies,842
1990-06,Geoff Marsh,Australia,741
1990-06,Gordon Greenidge,West Indies,768
1990-06,Graham Gooch,England,828
1990-06,Javed Miandad,Pakistan,741
1990-06,Martin Crowe,New Zealand,704
1990-06,Saleem Malik,Pakistan,773
1990-06,Sir Richie Richardson,West Indies,738
1990-06,Vivian Richards,West Indies,806
1990-07,Allan Border,Australia,711
1990-07,Allan Lamb,England,805
1990-07,Andrew Jones,New Zealand,808
1990-07,Aravinda De Silva,Sri Lanka,687
1990-07,David Boon,Australia,715
1990-07,Dean Jones,Australia,902
1990-07,Desmond Haynes,West Indies,842
1990-07,Geoff Marsh,Australia,741
1990-07,Gordon Greenidge,West Indies,768
1990-07,Graham Gooch,England,828
1990-07,Javed Miandad,Pakistan,741
1990-07,Martin Crowe,New Zealand,704
1990-07,Saleem Malik,Pakistan,773
1990-07,Sir Richie Richardson,West Indies,738
1990-07,Vivian Richards,West Indies,806
1990-08,Allan Border,Australia,711
1990-08,Allan Lamb,England,799
1990-08,Andrew Jones,New Zealand,808
1990-08,David Boon,Australia,715
1990-08,Dean Jones,Australia,902
1990-08,Desmond Haynes,West Indies,842
1990-08,Geoff Marsh,Australia,741
1990-08,Gordon Greenidge,West Indies,768
1990-08,Graham Gooch,England,817
1990-08,Javed Miandad,Pakistan,741
1990-08,Martin Crowe,New Zealand,704
1990-08,Mohammad Azharuddin,India,729
1990-08,Saleem Malik,Pakistan,773
1990-08,Sir Richie Richardson,West Indies,738
1990-08,Vivian Richards,West Indies,806
1990-09,Allan Border,Australia,711
1990-09,Allan Lamb,England,799
1990-09,Andrew Jones,New Zealand,808
1990-09,David Boon,Australia,715
1990-09,Dean Jones,Australia,902
1990-09,Desmond Haynes,West Indies,842
1990-09,Geoff Marsh,Australia,741
1990-09,Gordon Greenidge,West Indies,768
1990-09,Graham Gooch,England,817
1990-09,Javed Miandad,Pakistan,741
1990-09,Martin Crowe,New Zealand,704
1990-09,Mohammad Azharuddin,India,729
1990-09,Saleem Malik,Pakistan,773
1990-09,Sir Richie Richardson,West Indies,738
1990-09,Vivian Richards,West Indies,806
1990-10,Allan Border,Australia,711
1990-10,Allan Lamb,England,799
1990-10,Andrew Jones,New Zealand,808
1990-10,David Boon,Australia,715
1990-10,Dean Jones,Australia,902
1990-10,Desmond Haynes,West Indies,842
1990-10,Geoff Marsh,Australia,741
1990-10,Gordon Greenidge,West Indies,768
1990-10,Graham Gooch,England,817
1990-10,Javed Miandad,Pakistan,741
1990-10,Martin Crowe,New Zealand,704
1990-10,Mohammad Azharuddin,India,729
1990-10,Saleem Malik,Pakistan,773
1990-10,Sir Richie Richardson,West Indies,738
1990-10,Vivian Richards,West Indies,806
1990-11,Allan Border,Australia,711
1990-11,Allan Lamb,England,799
1990-11,Andrew Jones,New Zealand,808
1990-11,David Boon,Australia,715
1990-11,Dean Jones,Australia,902
1990-11,Desmond Haynes,West Indies,842
1990-11,Geoff Marsh,Australia,741
1990-11,Gordon Greenidge,West Indies,768
1990-11,Graham Gooch,England,817
1990-11,Javed Miandad,Pakistan,741
1990-11,Martin Crowe,New Zealand,704
1990-11,Mohammad Azharuddin,India,729
1990-11,Saleem Malik,Pakistan,773
1990-11,Sir Richie Richardson,West Indies,738
1990-11,Vivian Richards,West Indies,806
1990-12,Allan Border,Australia,711
1990-12,Allan Lamb,England,801
1990-12,Andrew Jones,New Zealand,785
1990-12,Aravinda De Silva,Sri Lanka,719
1990-12,David Boon,Australia,702
1990-12,Dean Jones,Australia,900
1990-12,Desmond Haynes,West Indies,849
1990-12,Geoff Marsh,Australia,742
1990-12,Gordon Greenidge,West Indies,751
1990-12,Graham Gooch,England,813
1990-12,Javed Miandad,Pakistan,714
1990-12,Mohammad Azharuddin,India,717
1990-12,Saleem Malik,Pakistan,803
1990-12,Sir Richie Richardson,West Indies,726
1990-12,Vivian Richards,West Indies,794
1991-01,Allan Lamb,England,786
1991-01,Andrew Jones,New Zealand,742
1991-01,Aravinda De Silva,Sri Lanka,736
1991-01,Arjuna Ranatunga,Sri Lanka,706
1991-01,Dean Jones,Australia,910
1991-01,Desmond Haynes,West Indies,849
1991-01,Geoff Marsh,Australia,774
1991-01,Gordon Greenidge,West Indies,751
1991-01,Graham Gooch,England,796
1991-01,Martin Crowe,New Zealand,748
1991-01,Mohammad Azharuddin,India,719
1991-01,Navjot Sidhu,India,719
1991-01,Saleem Malik,Pakistan,783
1991-01,Sir Richie Richardson,West Indies,726
1991-01,Vivian Richards,West Indies,794
1991-02,Allan Lamb,England,782
1991-02,Andrew Jones,New Zealand,766
1991-02,Aravinda De Silva,Sri Lanka,707
1991-02,Arjuna Ranatunga,Sri Lanka,708
1991-02,Dean Jones,Australia,908
1991-02,Desmond Haynes,West Indies,849
1991-02,Geoff Marsh,Australia,760
1991-02,Gordon Greenidge,West Indies,751
1991-02,Graham Gooch,England,795
1991-02,Martin Crowe,New Zealand,730
1991-02,Mohammad Azharuddin,India,734
1991-02,Navjot Sidhu,India,712
1991-02,Saleem Malik,Pakistan,783
1991-02,Sir Richie Richardson,West Indies,726
1991-02,Vivian Richards,West Indies,794
1991-03,Allan Lamb,England,799
1991-03,Andrew Jones,New Zealand,789
1991-03,Aravinda De Silva,Sri Lanka,702
1991-03,Arjuna Ranatunga,Sri Lanka,713
1991-03,Dean Jones,Australia,916
1991-03,Desmond Haynes,West Indies,842
1991-03,Geoff Marsh,Australia,755
1991-03,Gordon Greenidge,West Indies,737
1991-03,Graham Gooch,England,790
1991-03,Javed Miandad,Pakistan,692
1991-03,Mohammad Azharuddin,India,734
1991-03,Navjot Sidhu,India,712
1991-03,Saleem Malik,Pakistan,783
1991-03,Sir Richie Richardson,West Indies,738
1991-03,Vivian Richards,West Indies,789
1991-04,Allan Border,Australia,692
1991-04,Allan Lamb,England,799
1991-04,Andrew Jones,New Zealand,789
1991-04,Aravinda De Silva,Sri Lanka,702
1991-04,Arjuna Ranatunga,Sri Lanka,713
1991-04,Dean Jones,Australia,906
1991-04,Desmond Haynes,West Indies,831
1991-04,Geoff Marsh,Australia,812
1991-04,Gordon Greenidge,West Indies,720
1991-04,Graham Gooch,England,790
1991-04,Mohammad Azharuddin,India,734
1991-04,Navjot Sidhu,India,712
1991-04,Saleem Malik,Pakistan,783
1991-04,Sir Richie Richardson,West Indies,763
1991-04,Vivian Richards,West Indies,768
1991-05,Allan Border,Australia,692
1991-05,Allan Lamb,England,799
1991-05,Andrew Jones,New Zealand,789
1991-05,Aravinda De Silva,Sri Lanka,702
1991-05,Arjuna Ranatunga,Sri Lanka,713
1991-05,Dean Jones,Australia,906
1991-05,Desmond Haynes,West Indies,831
1991-05,Geoff Marsh,Australia,812
1991-05,Gordon Greenidge,West Indies,720
1991-05,Graham Gooch,England,790
1991-05,Mohammad Azharuddin,India,734
1991-05,Navjot Sidhu,India,712
1991-05,Saleem Malik,Pakistan,783
1991-05,Sir Richie Richardson,West Indies,763
1991-05,Vivian Richards,West Indies,768
1991-06,Allan Border,Australia,692
1991-06,Allan Lamb,England,805
1991-06,Andrew Jones,New Zealand,789
1991-06,Aravinda De Silva,Sri Lanka,702
1991-06,Arjuna Ranatunga,Sri Lanka,713
1991-06,Dean Jones,Australia,906
1991-06,Desmond Haynes,West Indies,819
1991-06,Geoff Marsh,Australia,812
1991-06,Graham Gooch,England,771
1991-06,Javed Miandad,Pakistan,692
1991-06,Mohammad Azharuddin,India,734
1991-06,Navjot Sidhu,India,712
1991-06,Saleem Malik,Pakistan,783
1991-06,Sir Richie Richardson,West Indies,738
1991-06,Vivian Richards,West Indies,778
1991-07,Allan Border,Australia,692
1991-07,Allan Lamb,England,805
1991-07,Andrew Jones,New Zealand,789
1991-07,Aravinda De Silva,Sri Lanka,702
1991-07,Arjuna Ranatunga,Sri Lanka,713
1991-07,Dean Jones,Australia,906
1991-07,Desmond Haynes,West Indies,819
1991-07,Geoff Marsh,Australia,812
1991-07,Graham Gooch,England,771
1991-07,Javed Miandad,Pakistan,692
1991-07,Mohammad Azharuddin,India,734
1991-07,Navjot Sidhu,India,712
1991-07,Saleem Malik,Pakistan,783
1991-07,Sir Richie Richardson,West Indies,738
1991-07,Vivian Richards,West Indies,778
1991-08,Allan Border,Australia,692
1991-08,Allan Lamb,England,805
1991-08,Andrew Jones,New Zealand,789
1991-08,Aravinda De Silva,Sri Lanka,702
1991-08,Arjuna Ranatunga,Sri Lanka,713
1991-08,Dean Jones,Australia,906
1991-08,Desmond Haynes,West Indies,819
1991-08,Geoff Marsh,Australia,812
1991-08,Graham Gooch,England,771
1991-08,Javed Miandad,Pakistan,692
1991-08,Mohammad Azharuddin,India,734
1991-08,Navjot Sidhu,India,712
1991-08,Saleem Malik,Pakistan,783
1991-08,Sir Richie Richardson,West Indies,738
1991-08,Vivian Richards,West Indies,778
1991-09,Allan Border,Australia,692
1991-09,Allan Lamb,England,805
1991-09,Andrew Jones,New Zealand,789
1991-09,Aravinda De Silva,Sri Lanka,702
1991-09,Arjuna Ranatunga,Sri Lanka,713
1991-09,Dean Jones,Australia,906
1991-09,Desmond Haynes,West Indies,819
1991-09,Geoff Marsh,Australia,812
1991-09,Graham Gooch,England,771
1991-09,Javed Miandad,Pakistan,692
1991-09,Mohammad Azharuddin,India,734
1991-09,Navjot Sidhu,India,712
1991-09,Saleem Malik,Pakistan,783
1991-09,Sir Richie Richardson,West Indies,738
1991-09,Vivian Richards,West Indies,778
1991-10,Allan Border,Australia,692
1991-10,Allan Lamb,England,805
1991-10,Andrew Jones,New Zealand,789
1991-10,Aravinda De Silva,Sri Lanka,702
1991-10,Arjuna Ranatunga,Sri Lanka,713
1991-10,Dean Jones,Australia,906
1991-10,Desmond Haynes,West Indies,819
1991-10,Geoff Marsh,Australia,812
1991-10,Graham Gooch,England,771
1991-10,Javed Miandad,Pakistan,692
1991-10,Mohammad Azharuddin,India,734
1991-10,Navjot Sidhu,India,712
1991-10,Saleem Malik,Pakistan,783
1991-10,Sir Richie Richardson,West Indies,738
1991-10,Vivian Richards,West Indies,778
1991-11,Allan Border,Australia,692
1991-11,Allan Lamb,England,805
1991-11,Andrew Jones,New Zealand,789
1991-11,Aravinda De Silva,Sri Lanka,702
1991-11,Arjuna Ranatunga,Sri Lanka,713
1991-11,Dean Jones,Australia,906
1991-11,Desmond Haynes,West Indies,802
1991-11,Geoff Marsh,Australia,812
1991-11,Graham Gooch,England,771
1991-11,Javed Miandad,Pakistan,690
1991-11,Martin Crowe,New Zealand,690
1991-11,Mohammad Azharuddin,India,710
1991-11,Navjot Sidhu,India,772
1991-11,Saleem Malik,Pakistan,780
1991-11,Sir Richie Richardson,West Indies,802
1991-12,Allan Border,Australia,692
1991-12,Allan Lamb,England,805
1991-12,Andrew Jones,New Zealand,789
1991-12,Aravinda De Silva,Sri Lanka,702
1991-12,Arjuna Ranatunga,Sri Lanka,713
1991-12,Dean Jones,Australia,906
1991-12,Desmond Haynes,West Indies,804
1991-12,Geoff Marsh,Australia,812
1991-12,Graham Gooch,England,771
1991-12,Martin Crowe,New Zealand,690
1991-12,Mohammad Azharuddin,India,695
1991-12,Navjot Sidhu,India,762
1991-12,Saleem Malik,Pakistan,749
1991-12,Sanjay Manjrekar,India,688
1991-12,Sir Richie Richardson,West Indies,775
1992-01,Allan Border,Australia,716
1992-01,Allan Lamb,England,805
1992-01,Andrew Jones,New Zealand,789
1992-01,Aravinda De Silva,Sri Lanka,702
1992-01,Arjuna Ranatunga,Sri Lanka,713
1992-01,Dean Jones,Australia,894
1992-01,Desmond Haynes,West Indies,808
1992-01,Geoff Marsh,Australia,800
1992-01,Graham Gooch,England,771
1992-01,Javed Miandad,Pakistan,684
1992-01,Martin Crowe,New Zealand,690
1992-01,Navjot Sidhu,India,743
1992-01,Saleem Malik,Pakistan,749
1992-01,Sanjay Manjrekar,India,699
1992-01,Sir Richie Richardson,West Indies,731
1992-02,Allan Border,Australia,720
1992-02,Allan Lamb,England,797
1992-02,Andrew Jones,New Zealand,770
1992-02,Arjuna Ranatunga,Sri Lanka,695
1992-02,David Boon,Australia,740
1992-02,Dean Jones,Australia,885
1992-02,Desmond Haynes,West Indies,800
1992-02,Geoff Marsh,Australia,797
1992-02,Graham Gooch,England,776
1992-02,Imran Khan,Pakistan,689
1992-02,Javed Miandad,Pakistan,714
1992-02,Navjot Sidhu,India,694
1992-02,Sachin Tendulkar,India,698
1992-02,Saleem Malik,Pakistan,767
1992-02,Sir Richie Richardson,West Indies,745
1992-03,Allan Border,Australia,690
1992-03,Allan Lamb,England,784
1992-03,Andrew Jones,New Zealand,750
1992-03,Arjuna Ranatunga,Sri Lanka,707
1992-03,David Boon,Australia,765
1992-03,Dean Jones,Australia,887
1992-03,Desmond Haynes,West Indies,812
1992-03,Geoff Marsh,Australia,769
1992-03,Graham Gooch,England,785
1992-03,Javed Miandad,Pakistan,729
1992-03,Martin Crowe,New Zealand,692
1992-03,Robin Smith,England,734
1992-03,Sachin Tendulkar,India,695
1992-03,Saleem Malik,Pakistan,767
1992-03,Sir Richie Richardson,West Indies,739
1992-04,Allan Lamb,England,747
1992-04,Andrew Jones,New Zealand,752
1992-04,Arjuna Ranatunga,Sri Lanka,708
1992-04,David Boon,Australia,783
1992-04,Dean Jones,Australia,880
1992-04,Desmond Haynes,West Indies,792
1992-04,Graham Gooch,England,743
1992-04,Javed Miandad,Pakistan,754
1992-04,Martin Crowe,New Zealand,771
1992-04,Mohammad Azharuddin,India,687
1992-04,Rameez Raja,Pakistan,700
1992-04,Robin Smith,England,710
1992-04,Sachin Tendulkar,India,766
1992-04,Saleem Malik,Pakistan,731
1992-04,Sir Richie Richardson,West Indies,692
1992-05,Allan Lamb,England,747
1992-05,Andrew Jones,New Zealand,752
1992-05,Arjuna Ranatunga,Sri Lanka,708
1992-05,David Boon,Australia,783
1992-05,Dean Jones,Australia,880
1992-05,Desmond Haynes,West Indies,783
1992-05,Graham Gooch,England,743
1992-05,Javed Miandad,Pakistan,754
1992-05,Martin Crowe,New Zealand,771
1992-05,Mohammad Azharuddin,India,687
1992-05,Rameez Raja,Pakistan,700
1992-05,Robin Smith,England,710
1992-05,Sachin Tendulkar,India,766
1992-05,Saleem Malik,Pakistan,731
1992-05,Sir Richie Richardson,West Indies,694
1992-06,Allan Lamb,England,752
1992-06,Andrew Jones,New Zealand,752
1992-06,Arjuna Ranatunga,Sri Lanka,708
1992-06,David Boon,Australia,783
1992-06,Dean Jones,Australia,880
1992-06,Desmond Haynes,West Indies,783
1992-06,Graham Gooch,England,726
1992-06,Javed Miandad,Pakistan,744
1992-06,Martin Crowe,New Zealand,771
1992-06,Mohammad Azharuddin,India,687
1992-06,Rameez Raja,Pakistan,710
1992-06,Robin Smith,England,732
1992-06,Sachin Tendulkar,India,766
1992-06,Saleem Malik,Pakistan,724
1992-06,Sir Richie Richardson,West Indies,694
1992-07,Allan Lamb,England,752
1992-07,Andrew Jones,New Zealand,752
1992-07,Arjuna Ranatunga,Sri Lanka,708
1992-07,David Boon,Australia,783
1992-07,Dean Jones,Australia,880
1992-07,Desmond Haynes,West Indies,783
1992-07,Graham Gooch,England,726
1992-07,Javed Miandad,Pakistan,744
1992-07,Martin Crowe,New Zealand,771
1992-07,Mohammad Azharuddin,India,687
1992-07,Rameez Raja,Pakistan,710
1992-07,Robin Smith,England,732
1992-07,Sachin Tendulkar,India,766
1992-07,Saleem Malik,Pakistan,724
1992-07,Sir Richie Richardson,West Indies,694
1992-08,Allan Lamb,England,752
1992-08,Andrew Jones,New Zealand,752
1992-08,Arjuna Ranatunga,Sri Lanka,708
1992-08,David Boon,Australia,783
1992-08,Dean Jones,Australia,880
1992-08,Desmond Haynes,West Indies,783
1992-08,Graham Gooch,England,726
1992-08,Javed Miandad,Pakistan,744
1992-08,Martin Crowe,New Zealand,771
1992-08,Mohammad Azharuddin,India,687
1992-08,Rameez Raja,Pakistan,710
1992-08,Robin Smith,England,732
1992-08,Sachin Tendulkar,India,766
1992-08,Saleem Malik,Pakistan,724
1992-08,Sir Richie Richardson,West Indies,694
1992-09,Allan Lamb,England,745
1992-09,Andrew Jones,New Zealand,752
1992-09,Aravinda De Silva,Sri Lanka,691
1992-09,Arjuna Ranatunga,Sri Lanka,717
1992-09,David Boon,Australia,770
1992-09,Dean Jones,Australia,875
1992-09,Desmond Haynes,West Indies,783
1992-09,Graham Gooch,England,733
1992-09,Javed Miandad,Pakistan,750
1992-09,Martin Crowe,New Zealand,771
1992-09,Rameez Raja,Pakistan,695
1992-09,Robin Smith,England,785
1992-09,Sachin Tendulkar,India,766
1992-09,Saleem Malik,Pakistan,734
1992-09,Sir Richie Richardson,West Indies,694
1992-10,Andrew Jones,New Zealand,752
1992-10,Aravinda De Silva,Sri Lanka,714
1992-10,Arjuna Ranatunga,Sri Lanka,704
1992-10,David Boon,Australia,780
1992-10,Dean Jones,Australia,871
1992-10,Desmond Haynes,West Indies,783
1992-10,Graham Gooch,England,733
1992-10,Javed Miandad,Pakistan,750
1992-10,Martin Crowe,New Zealand,771
1992-10,Mohammad Azharuddin,India,687
1992-10,Rameez Raja,Pakistan,695
1992-10,Robin Smith,England,785
1992-10,Sachin Tendulkar,India,766
1992-10,Saleem Malik,Pakistan,734
1992-10,Sir Richie Richardson,West Indies,694
1992-11,Andrew Jones,New Zealand,764
1992-11,Aravinda De Silva,Sri Lanka,714
1992-11,Arjuna Ranatunga,Sri Lanka,704
1992-11,Brian Lara,West Indies,683
1992-11,David Boon,Australia,780
1992-11,Dean Jones,Australia,871
1992-11,Desmond Haynes,West Indies,783
1992-11,Graham Gooch,England,733
1992-11,Javed Miandad,Pakistan,750
1992-11,Martin Crowe,New Zealand,771
1992-11,Rameez Raja,Pakistan,695
1992-11,Robin Smith,England,785
1992-11,Sachin Tendulkar,India,772
1992-11,Saleem Malik,Pakistan,734
1992-11,Sir Richie Richardson,West Indies,694
1992-12,Andrew Jones,New Zealand,760
1992-12,Aravinda De Silva,Sri Lanka,714
1992-12,Arjuna Ranatunga,Sri Lanka,704
1992-12,Brian Lara,West Indies,683
1992-12,David Boon,Australia,780
1992-12,Dean Jones,Australia,871
1992-12,Desmond Haynes,West Indies,783
1992-12,Graham Gooch,England,733
1992-12,Javed Miandad,Pakistan,750
1992-12,Martin Crowe,New Zealand,789
1992-12,Rameez Raja,Pakistan,695
1992-12,Robin Smith,England,785
1992-12,Sachin Tendulkar,India,772
1992-12,Saleem Malik,Pakistan,734
1992-12,Sir Richie Richardson,West Indies,694
1993-01,Andrew Jones,New Zealand,697
1993-01,Aravinda De Silva,Sri Lanka,725
1993-01,Arjuna Ranatunga,Sri Lanka,698
1993-01,Brian Lara,West Indies,705
1993-01,David Boon,Australia,739
1993-01,Dean Jones,Australia,858
1993-01,Desmond Haynes,West Indies,793
1993-01,Graham Gooch,England,733
1993-01,Javed Miandad,Pakistan,724
1993-01,Martin Crowe,New Zealand,798
1993-01,Mohammad Azharuddin,India,697
1993-01,Robin Smith,England,785
1993-01,Sachin Tendulkar,India,728
1993-01,Saleem Malik,Pakistan,727
1993-01,Sir Richie Richardson,West Indies,726
1993-02,Andrew Jones,New Zealand,697
1993-02,Aravinda De Silva,Sri Lanka,725
1993-02,Arjuna Ranatunga,Sri Lanka,698
1993-02,Brian Lara,West Indies,752
1993-02,David Boon,Australia,731
1993-02,Dean Jones,Australia,836
1993-02,Desmond Haynes,West Indies,788
1993-02,Graham Gooch,England,707
1993-02,Javed Miandad,Pakistan,708
1993-02,Martin Crowe,New Zealand,798
1993-02,Mohammad Azharuddin,India,689
1993-02,Robin Smith,England,770
1993-02,Sachin Tendulkar,India,742
1993-02,Saleem Malik,Pakistan,695
1993-02,Sir Richie Richardson,West Indies,707
